ticker,event_date,label,prev_close,premarket_open,premarket_high,market_open,day_high,day_low,close,avg_volume_20d,day_volume,premarket_volume,premarket_dollar_volume,market_cap,free_float,short_float_pct,days_to_cover,utilization_rate,borrow_fee_rate,reverse_split_in_last_24m,reverse_split_dates,offering_in_last_12m,registered_direct_or_pipe_in_last_12m,atm_offering_or_dilution_risk,deficiency_notice,otc_risk,all_time_high_or_major_5y_high,drawdown_from_major_high_pct,has_never_reverse_split,former_runner_history,number_of_prior_explosive_days,highest_intraday_expansion_last_252d_pct,max_volume_shock_last_252d,clean_collapse_recovery_candidate,years_since_major_peak,distance_from_52w_low_pct,premarket_gap_pct,premarket_vwap,premarket_hold_quality,premarket_range_pct,open_vs_prev_close_pct,open_vs_premarket_high_pct,first_5m_high,first_5m_low,first_5m_close,opening_range_break_yes_no,first_pullback_hold_yes_no,rvol,close_strength,above_vwap_yes_no,breakout_distance_pct,distance_to_20d_high_pct,distance_to_50d_high_pct,sma20,sma50,sma150,sma200,price_above_sma50_yes_no,price_above_sma200_yes_no,vcp_like_contraction_yes_no,ttm_squeeze_on,ttm_squeeze_fired,atr_14,amihud_illiquidity_proxy,headline_primary,headline_secondary,catalyst_type,catalyst_freshness_hours,news_source_quality,narrative_pivot_yes_no,notes
SAFX,2026-03-09,FAILED_SETUP,0.221,,,0.294,0.449,0.242,0.323,4919225.0,247325200,,,118687344,107543431.0,6.14,0.38,,,NO,,,,,,,45.900002,99.52,YES,YES,6.0,497.01,,NO,0.75,85.71,,,,,33.03,,,,,,,50.28,0.391,,64.47,-19.05,-45.97,0.1846,0.2001,0.759073,2.05088,YES,NO,YES,NO,NO,0.032429,0.09717466,,,,,,,"It looked explosive intraday with about 103% peak expansion, but the close_strength faded to 0.39 and next-day follow-through failed."
UK,2026-04-07,FAILED_SETUP,0.479,,,0.485,0.83,0.46,0.587,40220.0,4296100,,,2081306,4408546.0,1.2,1.94,,,NO,2022-04-22;2023-11-30,,,,,,21.6,97.78,NO,NO,0.0,42.26,64.39,YES,3.22,17.98,,,,,1.25,,0.588,0.479,0.588,YES,YES,106.82,0.343,NO,33.87,-22.74,-36.13,0.49745,0.53004,0.8032,0.86265,NO,NO,NO,YES,NO,0.063429,4.5932681,,,,,,,"It looked explosive intraday with about 73% peak expansion, but the close_strength faded to 0.34 and next-day follow-through failed."
LZMH,2026-04-17,FAILED_SETUP,1.09,1.17,1.2699,1.23,1.54,0.17,0.174,244260.0,68157200,0,0.0,23570850,4931630.0,0.68,0.87,,,NO,,,,,,,32.099998,96.6,YES,NO,0.0,69.58,6.37,YES,0.88,2.83,7.34,,GOOD,15.03,12.84,-3.14,1.38,1.22,1.3601,YES,NO,279.04,0.003,NO,-15.75,-40.37,-40.37,1.3595,1.27414,2.091147,2.92026,NO,NO,NO,YES,NO,0.272071,0.12267441,,,,,,,"It looked explosive intraday with about 41% peak expansion, but the close_strength faded to 0.00 and next-day follow-through failed."
GSUN,2024-01-24,NEAR_POSITIVE,5.9,,,6.11,8.5,6.05,7.54,1979.5,71550,,,6330223,8068618.0,3.38,0.07,,,NO,,,,,,,35.0,83.14,YES,YES,2.0,130.26,,YES,0.98,36.89,,,,,3.56,,,,,,,36.15,0.608,,25.0,-13.24,-20.27,6.0315,5.7022,7.394333,8.5416,YES,NO,NO,YES,NO,0.437143,3.60828722,,,,,,,"No recent reverse split, the setup pushed about 46% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.61."
TRUG,2024-03-20,NEAR_POSITIVE,575.0,,,1000.0,1135.0,780.0,945.0,129.8,118948,,,3381300,946934.0,13.36,0.99,,,NO,,,,,,,9955.0,94.22,YES,NO,0.0,74.96,,YES,0.68,3.6,,,,,73.91,,,,,,,916.39,0.465,,33.53,-32.35,-90.27,672.45,2047.59,4549.993333,4837.41,NO,NO,YES,NO,NO,70.75,0.68622108,,,,,,,"No recent reverse split, the setup pushed about 97% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.47."
WTO,2024-04-08,NEAR_POSITIVE,23125.0,,,43750.0,44375.0,27000.0,37500.0,0.2,235,,,3875708,201966.0,1.66,0.29,,,NO,,,,,,,425000.0,94.56,YES,YES,1.0,223.53,,YES,0.82,45.67,,,,,89.19,,,,,,,1175.0,0.604,,42.0,-26.0,-43.77,27718.75,28960.0,33106.666667,59779.375,NO,NO,NO,YES,NO,2821.428571,,,,,,,,"No recent reverse split, the setup pushed about 92% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.60."
PBM,2024-05-01,NEAR_POSITIVE,21070.3125,,,21796.875,33046.875,20742.1875,28125.0,4.6,250,,,25914370,292594.0,2.2,2.83,,,NO,,,,,,,341015.625,93.82,YES,YES,1.0,239.37,,NO,0.44,74.9,,,,,3.45,,,,,,,54.35,0.6,,24.78,-20.44,-79.14,19894.921875,22383.75,150820.3125,178089.726562,NO,NO,YES,NO,NO,2332.03125,0.67882839,,,,,,,"No recent reverse split, the setup pushed about 59% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.60."
FBLG,2024-06-06,NEAR_POSITIVE,134.0,,,155.0,235.0,141.0,206.199997,4919.25,146380,,,6948698,2930738.0,6.56,0.43,,,NO,,,,,,,1100.0,87.82,YES,NO,,,,NO,0.34,,,,,,15.67,,,,,,,29.76,0.694,,-13.54,-50.7,-50.7,215.860001,211.528,,,NO,NO,NO,NO,NO,25.902857,0.08090181,,,,,,,"No recent reverse split, the setup pushed about 75% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.69."
APLD,2024-09-05,NEAR_POSITIVE,3.24,,,4.99,5.71,4.25,5.37,4716220.0,149889900,,,9198920704,253829078.0,29.44,4.92,,,NO,2022-04-13,,,,,,11.62,72.12,NO,NO,0.0,24.37,4.2,YES,1.2,37.29,,,,,54.01,,,,,,,31.78,0.767,,14.89,-34.81,-55.19,4.0305,4.9451,4.338867,4.7409,NO,NO,YES,NO,NO,0.447071,0.00283292,,,,,,,"No recent reverse split, the setup pushed about 76% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.77."
NCI,2024-09-19,NEAR_POSITIVE,2.45,,,2.35,4.75,2.3,4.2,32373.0,2537920,,,14280085,3033573.0,6.03,0.55,,,NO,,,,,,,56.950001,95.7,YES,NO,,,,NO,0.41,,,,,,-4.08,,,,,,,78.4,0.776,,75.93,-9.26,-28.26,2.2355,2.4747,,,NO,NO,NO,YES,NO,0.248571,1.83451028,,,,,,,"No recent reverse split, the setup pushed about 94% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.78."
RAYA,2024-10-07,NEAR_POSITIVE,1555.839844,,,1495.999878,2353.999756,1341.999878,1929.17981,6.4,273,,,4254506,22791.0,2.21,0.08,,,NO,,,,,,,7479.999023,79.2,YES,YES,1.0,189.37,104.58,NO,1.66,60.73,,,,,-3.85,,,,,,,42.66,0.58,,21.14,-19.94,-29.97,1499.893872,1746.373035,1689.428235,1702.258303,NO,NO,NO,YES,NO,128.149981,,,,,,,,"No recent reverse split, the setup pushed about 51% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.58."
NIVF,2024-10-10,NEAR_POSITIVE,1752.0,,,1752.0,1881.0,1680.0,1800.0,23.45,3276,,,1233736,568474.0,8.27,0.28,,,NO,,,,,,,51720.0,96.61,YES,YES,3.0,145.45,186.67,YES,0.59,6.18,,,,,0.0,,,,,,,139.7,0.597,,-14.11,-20.0,-52.52,1954.5,2305.02,6379.7,12928.335,NO,NO,YES,YES,NO,193.285714,2.71459873,,,,,,,"No recent reverse split, the setup pushed about 85% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.60."
QNCX,2024-10-24,NEAR_POSITIVE,8.7,,,8.79,13.9,8.7,11.9,6560.0,695500,,,20702010,15708749.0,27.67,0.39,,,NO,,,,,,,19.299999,54.92,YES,NO,0.0,20.83,39.39,NO,1.56,69.92,,,,,1.03,,,,,,,106.02,0.615,,57.95,-1.14,-1.14,7.767,7.2682,8.188267,9.3079,YES,NO,NO,NO,YES,0.675714,1.62672334,,,,,,,"No recent reverse split, the setup pushed about 60% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.61."
QUBT,2024-11-14,NEAR_POSITIVE,2.66,,,3.67,4.69,3.23,4.4,9156390.0,232619400,,,2207211008,199542656.0,28.6,5.41,,,NO,2007-08-29;2018-07-03,,,,,,3.49,23.78,NO,YES,1.0,147.83,24.96,NO,1.77,649.3,,,,,37.97,,,,,,,25.41,0.801,,37.13,-22.22,-22.22,1.2405,0.9017,0.751647,0.794685,YES,YES,NO,NO,NO,0.336429,0.01744382,,,,,,,"No recent reverse split, the setup pushed about 76% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.80."
PASG,2024-11-29,NEAR_POSITIVE,13.34,,,15.6,26.6,15.4,22.6,15018.5,772140,,,20048818,2886804.0,4.45,2.63,,,NO,,,,,,,38.400002,65.26,YES,NO,0.0,36.63,52.2,YES,1.9,47.89,,,,,16.94,,,,,,,51.41,0.643,,68.35,-15.57,-15.57,11.939,12.2732,17.202267,19.7637,YES,NO,NO,NO,NO,1.797143,0.40574257,,,,,,,"No recent reverse split, the setup pushed about 99% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.64."
JDZG,2024-12-23,NEAR_POSITIVE,106.0,,,142.800003,162.0,116.400002,142.0,666.8,70844,,,4659981,1323780.0,5.53,0.11,,,NO,,,,,,,3016.0,96.49,YES,NO,,,,NO,0.6,,,,,,34.72,,,,,,,106.24,0.561,,8.29,-29.14,-80.08,123.949999,177.328,307.36,,NO,NO,YES,NO,NO,11.328572,0.74879767,,,,,,,"No recent reverse split, the setup pushed about 53% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.56."
SLGL,2025-04-17,NEAR_POSITIVE,4.8,,,4.95,7.4,4.2,5.5,3423.0,576720,,,227168976,699126.0,1.22,0.33,,,NO,,,,,,,57.099998,91.59,YES,YES,1.0,284.62,378.63,YES,2.23,43.71,,,,,3.12,,,,,,,168.48,0.406,,19.35,-22.58,-38.38,4.964,5.6152,6.6172,6.54075,NO,NO,NO,NO,NO,0.581429,6.46227337,,,,,,,"No recent reverse split, the setup pushed about 66% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.41."
IMMP,2025-05-05,NEAR_POSITIVE,1.71,,,1.94,2.71,1.91,2.49,69080.0,9804200,,,90869648,1238250116.0,0.91,0.41,,,NO,2016-12-28,,,,,,3.9,56.15,NO,NO,0.0,29.35,16.26,NO,1.97,29.55,,,,,13.45,,,,,,,141.93,0.725,,49.72,-5.52,-14.5,1.5585,1.7136,1.913,1.9958,NO,NO,NO,NO,NO,0.106429,0.4708716,,,,,,,"No recent reverse split, the setup pushed about 58% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.72."
FGI,2025-05-09,NEAR_POSITIVE,2.745,,,3.465,4.07,3.1,3.85,5759.0,907620,,,18868522,530439.0,41.25,1.08,,,NO,,,,,,,12.3,77.68,YES,NO,0.0,51.11,118.41,YES,2.22,20.13,,,,,26.23,,,,,,,157.6,0.773,,27.19,-14.22,-39.0,2.5935,3.3866,3.9602,4.031475,NO,NO,NO,YES,NO,0.203214,7.45062775,,,,,,,"No recent reverse split, the setup pushed about 48% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.77."
TSSI,2025-05-16,NEAR_POSITIVE,8.87,,,13.0,16.4,12.44,15.44,947785.0,29157900,,,422291360,20749652.0,18.93,2.07,,,NO,,,,,,,18.26,51.42,YES,NO,0.0,60.22,10.55,NO,0.3,864.13,,,,,46.56,,,,,,,30.76,0.758,,71.01,-7.51,-14.13,7.5305,7.998,9.692267,8.44735,YES,YES,YES,NO,NO,0.685,0.0087238,,,,,,,"No recent reverse split, the setup pushed about 85% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.76."
WOK,2025-05-21,NEAR_POSITIVE,5060.0,,,9040.0,9520.0,5240.0,6960.0,16.75,6054,,,1555128,1218758.0,6.87,2.86,,,NO,,,,,,,84460.0,94.01,YES,NO,,,,NO,0.44,,,,,,78.66,,,,,,,361.43,0.402,,53.55,-18.39,-31.62,4738.5,5049.0,30459.866667,,YES,NO,NO,NO,NO,625.714286,0.96582343,,,,,,,"No recent reverse split, the setup pushed about 88% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.40."
MIGI,2025-10-02,NEAR_POSITIVE,10.4,,,11.2,17.4,10.8,16.799999,30448.0,926680,,,35828356,3594960.0,1.62,1.04,,,NO,2013-08-07;2018-03-05;2021-08-13;2023-02-09,,,,,,88.0,88.18,NO,YES,1.0,111.76,58.67,NO,1.72,85.71,,,,,7.69,,,,,,,30.43,0.909,,58.18,-5.45,-8.77,8.11,8.564,9.889333,11.621,YES,NO,NO,NO,NO,1.057143,0.49485281,,,,,,,"No recent reverse split, the setup pushed about 67% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.91."
ANRO,2025-10-03,NEAR_POSITIVE,4.41,,,4.76,8.46,4.71,6.89,83845.0,61880600,,,957991168,21802176.0,7.83,6.52,,,NO,,,,,,,24.0,81.63,YES,NO,0.0,27.82,34.65,NO,1.66,175.62,,,,,7.94,,,,,,,738.04,0.581,,77.36,-7.55,-7.55,3.9095,3.5826,2.888533,3.15415,YES,YES,NO,YES,NO,0.277429,0.15515598,,,,,,,"No recent reverse split, the setup pushed about 92% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.58."
PAVS,2025-11-25,NEAR_POSITIVE,697.200012,,,680.400024,1080.0,680.400024,985.200012,190.7,5568,,,1635862,378930.0,7.31,0.03,,,NO,2022-10-11,,,,,,8040.0,91.33,NO,NO,0.0,37.17,276.05,YES,2.82,35.12,,,,,-2.41,,,,,,,29.2,0.763,,21.62,-21.49,-53.15,715.620001,901.176001,1032.823999,1185.227999,NO,NO,YES,YES,NO,98.228568,0.75367356,,,,,,,"No recent reverse split, the setup pushed about 74% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.76."
LNKS,2025-12-23,NEAR_POSITIVE,76.25,,,74.0,110.25,74.0,95.5,111.7,34196,,,3084697,20422.0,14.78,0.04,,,NO,,,,,,,2567.5,97.03,YES,NO,0.0,60.32,,YES,1.0,12.96,,,,,-2.95,,,,,,,306.14,0.593,,13.08,-21.79,-65.54,84.1625,102.37,125.128333,130.235,NO,NO,YES,NO,NO,8.678571,9.15680804,,,,,,,"No recent reverse split, the setup pushed about 50% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.59."
SOWG,2026-01-05,NEAR_POSITIVE,0.34,,,0.43,0.49,0.35,0.47,109660.0,38749200,,,72162240,12716426.0,0.14,0.28,,,NO,2020-02-21,,,,,,24.83,98.63,NO,NO,0.0,65.91,293.99,YES,1.49,47.83,,,,,26.47,,,,,,,353.36,0.857,,-26.87,-49.25,-66.34,0.5015,0.6132,0.7472,0.7688,NO,NO,NO,NO,NO,0.055,0.90731569,,,,,,,"No recent reverse split, the setup pushed about 59% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.86."
RLMD,2026-03-09,NEAR_POSITIVE,4.45,,,6.41,7.41,5.8,7.17,580315.0,43005400,,,773040960,7718550.0,5.8,1.89,,,NO,2015-08-12;2019-09-30,,,,,,7.223,38.39,NO,YES,1.0,85.19,117.3,NO,2.01,1731.28,,,,,44.04,,,,,,,74.11,0.851,,50.92,-9.37,-10.82,4.2545,4.1552,2.94926,2.377085,YES,YES,NO,NO,NO,0.385786,0.02074645,,,,,,,"No recent reverse split, the setup pushed about 69% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.85."
SILO,2026-04-07,NEAR_POSITIVE,0.356,0.5438,0.7211,0.5911,0.629,0.46,0.53,1072345.0,163504200,0,0.0,10835179,13788912.0,2.43,1.52,,,NO,2022-09-15,,,,,,4.5,92.09,NO,NO,0.0,33.74,84.26,NO,1.72,61.09,52.75,,FAIR,49.61,66.85,-18.03,0.6055,0.543,0.6026,YES,NO,152.47,0.414,NO,57.64,-10.78,-10.78,0.34795,0.33608,0.459127,0.50601,YES,NO,NO,YES,NO,0.029571,0.71582458,,,,,,,"No recent reverse split, the setup pushed about 77% at peak but stayed short of a full 2x and held a relatively constructive close_strength of 0.41."
HKIT,2026-03-27,OPEN_DRIVE_SQUEEZE,2.9,,,4.6,7.75,1.5,2.75,187804.8,16360208,,,725236,210463.0,56.28,0.14,,,NO,,,,,,,1989.800049,99.85,YES,YES,1.0,90.87,878.49,YES,2.59,13.73,,,,,58.62,,,,,,,87.11,0.2,,-92.25,-97.1,-97.42,46.145,78.718,88.738,84.4455,NO,NO,NO,NO,NO,11.328572,1.5226325,,,,,,,"This behaved more like a gap-and-go opening drive, with an open gap near 59% and a squeeze profile better separated from the clean recovery bucket."
RDGT,2026-04-07,OPEN_DRIVE_SQUEEZE,3.0,3.375,6.75,5.145,7.5,4.5,4.5,436739.1,11010041,0,0.0,1986584,34283.0,3.34,0.01,,,NO,2010-04-14;2022-04-07;2024-03-01,,,,,,28950.0,99.99,NO,YES,1.0,86.67,933.32,YES,3.1,0.0,12.5,,FAIR,115.31,50.0,-23.78,6.75,4.665,6.285,YES,YES,25.21,0.0,NO,-98.93,-99.57,-99.57,187.8,229.41,325.28,288.8175,NO,NO,NO,NO,NO,97.5,11.3492601,,,,,,,"This behaved more like a gap-and-go opening drive, with an open gap near 50% and a squeeze profile better separated from the clean recovery bucket."
SNAL,2026-04-14,OPEN_DRIVE_SQUEEZE,0.377,0.49,0.995,0.7715,2.16,0.751,1.7,297475.0,865198900,0,0.0,35248396,8315141.0,0.11,0.38,,,NO,,,,,,,3.42,88.98,YES,NO,0.0,54.68,215.41,YES,1.17,11.21,29.97,,FAIR,121.7,104.24,-22.46,0.874,0.7508,0.826,YES,YES,2908.48,0.674,YES,232.31,-42.0,-57.64,0.52645,0.6034,0.831033,0.91864,NO,NO,NO,NO,NO,0.054643,4.97830514,,,,,,,"This behaved more like a gap-and-go opening drive, with an open gap near 104% and a squeeze profile better separated from the clean recovery bucket."
AGAE,2026-04-15,OPEN_DRIVE_SQUEEZE,0.328,0.713,0.79,0.518,0.959,0.423,0.472,5493885.0,480982900,0,0.0,26153930,17092808.0,3.48,2.87,,,NO,,,,,,,3.79,91.35,YES,YES,2.0,150.27,2319.16,YES,0.88,30.68,117.38,,POOR,56.84,57.93,-34.43,0.62,0.5029,0.5583,YES,NO,87.55,0.091,NO,183.73,-2.96,-44.31,0.29455,0.29862,0.489893,0.76451,YES,NO,NO,YES,NO,0.029857,0.45309444,,,,,,,"This behaved more like a gap-and-go opening drive, with an open gap near 58% and a squeeze profile better separated from the clean recovery bucket."
MYSE,2026-04-16,OPEN_DRIVE_SQUEEZE,1.44,3.98,6.41,5.515,5.77,2.96,3.3,1945095.0,210118900,0,0.0,15221638,4029799.0,2.83,1.74,,,NO,2023-09-20,,,,,,9.34,84.58,NO,NO,0.0,25.86,632.08,YES,1.27,9.92,176.39,,FAIR,139.18,283.33,-13.96,5.7699,4.37,4.5389,NO,NO,108.03,0.121,NO,222.35,-19.55,-34.16,1.5565,1.706,2.06782,2.13384,NO,NO,NO,NO,NO,0.129143,0.52844701,Myseum rebranded to Myseum.AI,,AI rebrand / narrative pivot,,company_pr,YES,"This behaved more like a gap-and-go opening drive, with an open gap near 283% and a squeeze profile better separated from the clean recovery bucket."
ONFO,2026-04-16,OPEN_DRIVE_SQUEEZE,0.667,0.6899,1.69,1.11,2.478,1.05,1.5,132185.0,278193900,0,0.0,7509783,4351795.0,1.78,0.21,,,NO,,,,,,,2.4,72.21,YES,NO,0.0,72.57,504.24,YES,2.89,46.59,3.43,,POOR,153.37,66.42,-34.32,1.8099,1.05,1.55,YES,YES,2104.58,0.315,NO,221.82,-13.38,-13.38,0.6827,0.59854,0.816453,0.885705,YES,NO,NO,YES,NO,0.074357,0.94446913,,,,,,,"This behaved more like a gap-and-go opening drive, with an open gap near 66% and a squeeze profile better separated from the clean recovery bucket."
WSHP,2026-04-16,OPEN_DRIVE_SQUEEZE,8.22,11.0,42.54,24.15,40.869999,14.01,14.265,339260.0,33689100,0,0.0,141611264,1325397.0,,0.2,,,NO,,,,,,,250.0,96.71,YES,NO,,,,NO,0.4,,33.82,,POOR,331.44,193.37,-43.23,32.41,23.8699,32.41,YES,NO,99.3,0.009,NO,193.61,-40.95,-86.74,6.935,19.56672,,,NO,NO,YES,NO,NO,1.262357,0.16117196,WeShop earnings webcast / expansion news,,corporate update / momentum squeeze,,company_pr,NO,"This behaved more like a gap-and-go opening drive, with an open gap near 193% and a squeeze profile better separated from the clean recovery bucket."
ZSPC,2026-04-16,OPEN_DRIVE_SQUEEZE,0.0717,0.078,0.132,0.089,0.125,0.0858,0.0871,28330870.3,733728328,0,0.0,2381138,19644009.0,1.84,0.16,,,NO,,,,,,,32.689999,99.78,YES,NO,0.0,67.29,160.2,YES,1.36,7.66,8.79,,POOR,86.97,24.13,-32.58,0.1042,0.0885,0.0942,YES,NO,25.9,0.033,NO,-21.63,-55.05,-83.33,0.11206,0.20791,0.611901,1.094226,NO,NO,YES,NO,NO,0.020439,0.17613903,,,,,,,"This behaved more like a gap-and-go opening drive, with an open gap near 24% and a squeeze profile better separated from the clean recovery bucket."
CANG,2026-04-20,OPEN_DRIVE_SQUEEZE,0.37,0.53,0.5685,0.5012,0.6,0.4151,0.48,1057840.0,16862762,0,0.0,196905440,229435862.0,,4.23,,,NO,,,,,,,4.83,92.34,YES,NO,0.0,36.81,4.59,YES,1.33,12.12,43.24,,FAIR,16.02,35.46,-11.84,0.51,0.46,0.4694,YES,YES,15.94,0.351,NO,0.0,-38.33,-67.26,0.4235,0.6252,1.337967,1.623325,NO,NO,NO,YES,NO,0.068571,0.17401304,,,,,,,"This behaved more like a gap-and-go opening drive, with an open gap near 35% and a squeeze profile better separated from the clean recovery bucket."
CMPS,2026-04-20,OPEN_DRIVE_SQUEEZE,6.66,8.45,9.28,8.64,10.21,8.63,9.46,2228350.0,39309180,0,0.0,1276374400,102161397.0,6.99,3.7,,,NO,,,,,,,12.75,47.76,YES,NO,0.0,51.38,27.76,NO,2.14,196.0,26.88,,GOOD,15.86,29.73,-6.9,10.21,8.64,9.225,NO,YES,17.64,0.525,NO,46.91,-4.17,-25.17,5.685,6.3765,6.2667,5.7764,YES,YES,NO,NO,NO,0.331,0.0028703,,,,,,,"This behaved more like a gap-and-go opening drive, with an open gap near 30% and a squeeze profile better separated from the clean recovery bucket."
ADTX,2024-04-02,TOXIC_EXCLUDE,28747200.0,,,46357120.0,49268000.0,29832000.0,30464800.0,0.0,2,,,313850,884922.0,16.45,0.84,,,YES,2022-09-14;2023-08-18,,,,,,690656000.0,95.84,NO,YES,4.0,594.69,,YES,0.95,7.8,,,,,61.26,,,,,,,inf,0.033,,32.93,-22.44,-26.73,30672720.0,32741072.0,70532249.6,90544007.2,NO,NO,NO,NO,NO,2230297.142857,,,,,,,,Excluded as structurally dirty because reverse split history (2022-09-14;2023-08-18) sits inside or near the study window despite a tradable-looking spike.
WHLR,2024-06-11,TOXIC_EXCLUDE,593460.5625,,,593460.5625,1152901.125,555660.5625,1013041.0,0.0,31,,,1305447,179685.0,4.84,0.7,,,YES,2017-04-03;2023-08-18;2024-05-17,,,,,,172854544.0,99.66,NO,YES,5.0,107.49,,YES,1.39,1.29,,,,,0.0,,,,,,,inf,0.766,,-18.03,-57.81,-63.67,839800.946875,1125766.11125,1807376.967917,7194502.803438,NO,NO,NO,NO,NO,84037.598214,,,,,,,,Excluded as structurally dirty because reverse split history (2017-04-03;2023-08-18;2024-05-17) sits inside or near the study window despite a tradable-looking spike.
CDT,2024-06-13,TOXIC_EXCLUDE,645000.0,,,666000.0,936000.0,582000.0,606000.0,0.0,1,,,16299989,,1.97,1.4,,,NO,,,,,,,7500000.0,91.4,YES,YES,3.0,121.24,,NO,0.73,126.32,,,,,3.26,,,,,,,inf,0.068,,-4.88,-34.45,-38.57,865800.0,905340.0,980192.0,1205028.0,NO,NO,NO,NO,YES,75685.714286,,,,,,,,Excluded as structurally dirty because reverse split history (none) sits inside or near the study window despite a tradable-looking spike.
PDC,2024-08-13,TOXIC_EXCLUDE,1.56,,,1.401,5.2,1.04,4.4,10630.0,35838200,,,24038500,5467638.0,3.81,0.48,,,YES,2024-05-16,,,,,,21.15,92.62,NO,YES,4.0,471.43,,YES,1.05,0.45,,,,,-10.19,,,,,,,3371.42,0.808,,116.67,-35.0,-36.94,2.06225,2.02062,2.64932,2.65904,NO,NO,YES,NO,NO,0.115929,,,,,,,,Excluded as structurally dirty because reverse split history (2024-05-16) sits inside or near the study window despite a tradable-looking spike.
CNEY,2024-09-11,TOXIC_EXCLUDE,7.45,,,17.25,40.0,17.25,34.75,3064.8,13899044,,,5937553,4988328.0,1.21,0.1,,,YES,2024-01-19,,,,,,1627.5,99.54,NO,NO,0.0,66.92,383.36,YES,1.62,16.86,,,,,131.54,,,,,,,4535.06,0.769,,344.44,-17.22,-62.89,7.7975,9.3555,18.584167,27.328125,NO,NO,YES,YES,NO,0.705357,2.58577077,,,,,,,Excluded as structurally dirty because reverse split history (2024-01-19) sits inside or near the study window despite a tradable-looking spike.
SNTI,2024-12-02,TOXIC_EXCLUDE,2.16,,,7.09,16.940001,6.55,10.0,16975.0,130654300,,,35504724,14576870.0,2.38,6.82,,,YES,2024-07-18,,,,,,21.1,89.76,NO,YES,1.0,121.01,157.64,YES,1.85,42.11,,,,,228.24,,,,,,,7696.87,0.332,,585.83,-12.55,-34.35,2.18605,2.25562,2.682933,2.95495,NO,NO,NO,YES,NO,0.152357,1.39578187,,,,,,,Excluded as structurally dirty because reverse split history (2024-07-18) sits inside or near the study window despite a tradable-looking spike.
CTNT,2024-12-03,TOXIC_EXCLUDE,1.87,,,7.82,8.5,4.6,4.89,99435.0,113266000,,,2020398,36032407.0,0.24,1.45,,,YES,2024-10-24,,,,,,236.160004,99.21,NO,YES,1.0,488.24,304.63,YES,0.54,10.0,,,,,318.18,,,,,,,1139.1,0.074,,200.35,-33.92,-61.04,2.14275,2.91112,11.317787,15.59874,NO,NO,YES,NO,NO,0.212786,0.20863971,,,,,,,Excluded as structurally dirty because reverse split history (2024-10-24) sits inside or near the study window despite a tradable-looking spike.
EDSA,2025-02-13,TOXIC_EXCLUDE,1.86,,,2.99,4.49,2.83,3.25,30485.0,115456900,,,59978604,3475423.0,4.85,0.09,,,YES,2015-09-02;2018-05-07;2019-06-10;2023-10-11,,,,,,19.67,90.54,NO,NO,0.0,34.08,33.78,YES,2.09,20.0,,,,,60.75,,,,,,,3787.33,0.253,,87.08,-22.5,-27.06,1.8835,1.8914,3.3028,3.5851,NO,NO,NO,YES,NO,0.206429,1.17627122,,,,,,,Excluded as structurally dirty because reverse split history (2015-09-02;2018-05-07;2019-06-10;2023-10-11) sits inside or near the study window despite a tradable-looking spike.
EFOI,2025-02-18,TOXIC_EXCLUDE,1.29,,,1.95,2.89,1.67,2.72,11130.0,74699500,,,34306996,2916788.0,2.05,3.53,,,YES,2014-07-18;2020-06-12;2023-06-20,,,,,,6.16,79.06,NO,YES,1.0,124.81,305.81,YES,2.06,13.16,,,,,51.16,,,,,,,6711.55,0.861,,95.27,-12.84,-16.77,1.3155,1.3176,1.334867,1.40305,NO,NO,NO,NO,NO,0.093571,3.72421945,,,,,,,Excluded as structurally dirty because reverse split history (2014-07-18;2020-06-12;2023-06-20) sits inside or near the study window despite a tradable-looking spike.
